Region,Country,State/Province,Standard of Living,Cost of Living (Index),Income Tax Rate (%),GNH,GDP (in USD Trillions),Average Income (USD),Employment Rate (%),"Crime Rate (per 100,000)",No. of Unicorns,Population (millions),Life Expectancy (years),Internet Penetration (%),Literacy Rate (%),Healthcare Quality Index,Education Index,Public Debt (% of GDP),Urbanization Rate (%),Renewable Energy Usage (%),Inflation Rate (%),Average Temperature (°C),Freedom of Press Index,Foreign Direct Investment (USD Billions),Median Age,Education Index.1,Poverty Rate (%),Military Expenditure (% of GDP),Carbon Emissions (Tonnes per Capita),Renewable Energy (%),Tourism Revenue (Billions USD),Transportation Infrastructure Index,Housing Price Index,Currency Strength (vs USD),Work-Life Balance Score,Average Work Hours per Week,Corruption Index,Political Stability Index,Happiness Index,Innovation Index,Startup Ecosystem Score,Higher Education Enrollment (%),Female Labor Participation (%),Gender Equality Index,Crime Severity Index,Environmental Performance Index,Public Debt (% of GDP).1,Trade Balance (Billions USD),Number of Patents Filed
Antarctica,Antarctica,Antarctica,Medium,110,27.86358114,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,18.7422836,0.996830088,49.38008936,8.538188362,14.43360029,86.34854875,262.2595177,0.195225109,135.7326831,1.115827165,9.33042962,41.10783726,52.90533937,-2.415803532,2.578044354,77.74411275,0.901962904,37.64560791,29.28946805,0.091407162,4.772881015,37.30139635,242.3910532,461.8740993,45355
Asia,India,Delhi,High,109,42.7660302,6.4,23.11,27434,91.88477794,255,141,682.4,76.42409582,89.28218057,52.65929447,77,57,87.7904829,66.60962537,24.34464214,2.576802688,15.33090718,23.87765837,46.1,47.67592089,0.898491652,0.621743928,3.590347909,0.996105879,32.01278939,67.27938959,0.54010829,183.6169875,1.246535486,6.057703732,45.18317054,5.726762976,-0.979287297,5.732964566,69.50095129,3.063389192,92.14929155,84.85204189,0.666508954,4.114065511,49.55491582,289.0556781,117.967765,23255
Oceania,New Zealand,Wellington,High,51,40.65140401,3.3,19.94,51275,96.90329656,401,146,1286.1,64.19678362,67.2593376,69.90202118,66,81,77.99457754,76.27164399,43.64442482,13.92711347,0.837552265,0.388361799,170.1,26.58251579,0.269048087,31.38706176,7.392034352,2.333161933,63.34486337,196.0956929,0.71324969,177.1973258,1.332317286,1.015615227,58.47762599,54.563745,-0.735234043,1.928933797,12.76411527,7.466983551,25.33193345,59.18549724,0.832296273,1.327178508,61.07732144,24.12832869,-404.8684291,22285
Europe,United Kingdom,Scotland,Very High,52,28.68305097,6.4,1.12,12789,58.30794201,114,19,911.3,69.49362391,93.70306674,89.13864095,43,48,122.1671805,77.51773583,16.8201081,1.219752791,15.58262333,26.50409593,24.5,25.76138864,0.379517622,30.30020544,6.248244338,9.546792879,86.09845591,150.5885692,0.256430944,197.1594855,0.219651252,1.337241016,42.54905756,83.93914382,1.235449976,4.37359261,73.80788755,4.212722474,66.05625567,49.97579119,0.857495576,5.79452245,84.58911761,297.6971853,434.7495915,16619
North America,Mexico,Mexico City,High,67,14.38262886,5.4,22.25,18274,71.67297767,243,39,1165.7,68.85006955,98.84812842,78.21772167,62,79,93.72441126,40.23021113,26.51817595,6.445656536,34.80128404,3.120500003,14.4,16.26852542,0.694475907,15.78165437,7.250900256,17.90369463,86.94368687,444.8138314,0.088858426,79.09295888,1.001339069,7.30916497,57.54319471,93.43277809,1.677827243,0.289409605,99.09757167,4.183967976,10.68040558,20.33246767,0.860888884,9.777768322,52.48921172,175.5608175,162.8747093,6240
Africa,South Africa,Western Cape,High,77,40.17648185,3.3,11.75,42862,65.88797292,239,53,1132.4,62.40664196,91.85526721,73.7960966,69,55,140.9978449,79.71574235,16.23926137,18.06617005,1.498569839,28.32106178,42.4,21.4651642,0.381489485,3.871697709,6.618097221,4.88542648,45.11403271,483.4109783,0.830106719,84.5369881,1.991103798,4.497543043,23.76043246,78.43997644,1.356822952,3.436255889,41.47556487,2.142653616,8.184784661,26.04492187,0.347066804,4.761169668,55.58847845,169.889965,280.7386748,49669
South America,Brazil,São Paulo,Medium,104,28.75407062,7.2,15.62,67257,97.73360153,66,150,1193.9,55.96270527,20.5059541,71.19206747,62,66,54.93572082,56.54083914,42.51593403,5.483212133,22.93777777,12.55069246,90.5,39.21524425,0.768245358,20.65731381,4.230601155,0.31814476,51.67796543,361.1001238,0.793122513,99.35743993,1.09644136,6.508606498,36.87869158,0.513031169,-1.365256454,3.724182718,23.49556813,4.51760294,21.05770111,75.57499573,0.787369024,4.835445084,77.03297345,288.6793939,-346.1207826,38812
Asia,India,Maharashtra,Low,71,27.64781161,4.1,10.38,9882,68.85601544,420,7,285.2,60.92740701,57.30548893,91.53092387,45,88,89.96362066,75.52883815,40.42062028,10.17961687,8.524443153,5.109850474,98.5,17.41878964,0.005365074,44.81469108,8.27033037,19.00193262,38.00634007,130.3986378,0.563056555,177.9626899,0.925858068,0.162401166,46.9989431,56.59643383,0.357328699,4.737132667,33.43316656,6.736844237,42.1602403,85.93747014,0.46689172,0.674934441,71.3476546,226.7595922,160.378506,39013
South America,Brazil,Rio de Janeiro,Very High,62,30.76341859,6,17.78,28296,57.68805897,328,32,861.8,77.66317153,83.24973202,69.20769028,34,68,10.79596609,43.08078412,44.0390669,8.848835405,6.733818722,27.08373273,199.3,15.68455095,0.791537645,16.00341873,9.391404808,17.41786097,6.279492416,133.1578933,0.952287903,91.97244266,0.42470916,4.912576078,38.88907916,75.99415309,0.882298274,6.33890507,82.19162831,9.180417147,95.53077898,14.13714685,0.795622808,8.115398,23.24980365,26.32683811,-90.55073899,44269
Europe,United Kingdom,England,Very High,138,48.29644466,3,4.52,46336,89.65069183,136,128,564.3,67.22373331,39.73849786,97.33439303,43,54,142.5662979,70.14051875,17.4860993,8.919509151,5.567842946,4.205156198,183.5,25.09213759,0.887868543,47.45151579,4.279991471,9.513818473,18.72262126,289.9255901,0.662723398,183.1064455,1.364618542,3.064816357,56.2230829,5.382031852,2.30792364,3.240516743,10.77805504,2.448753346,94.17896427,19.5085793,0.490154095,3.293505958,70.62711166,173.450048,-137.2498268,20030
Asia,Indonesia,Bali,High,171,39.39798673,6.3,6.71,61876,65.92540266,11,15,1028.5,52.78902538,55.46724942,97.90418309,36,62,81.38617935,76.14836423,14.70104007,4.751813866,26.8786699,5.48324189,93.2,17.37579196,0.412363879,0.288881585,6.826453051,13.79149855,28.52459488,198.9979952,0.983244347,144.0687253,0.943666942,2.797810292,37.04858012,33.74773109,2.072977415,5.969200493,71.77151039,9.286614733,70.48508099,19.4210079,0.91455975,2.411638049,50.62227867,60.97642266,47.37262276,31719
Europe,United Kingdom,Scotland,Low,186,34.83808623,4,7.18,17359,50.04365706,426,69,408.4,65.55601063,28.29487681,78.97028774,62,70,15.43264501,29.59551653,31.89337278,16.03727294,35.5693488,3.660127473,12.3,42.82470538,0.70407743,4.892152998,0.953162808,2.202964509,8.872268486,375.8599118,0.322839445,165.2016436,0.436429592,8.595909688,59.1975335,26.73373983,-0.947880635,6.511966136,4.119631485,3.60614557,11.66951647,14.72040233,0.317376134,3.985552271,65.11104272,204.2930491,276.483157,19737
Antarctica,Antarctica,Antarctica,Low,142,26.82187684,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,37.03316726,0.509404787,9.328807605,4.142233635,12.23103633,55.42175846,281.8360997,0.385119991,175.7656247,1.809203092,5.955394155,41.60668095,29.58927228,2.442624628,4.921690715,50.57427026,6.572520314,20.06558833,43.03428075,0.078250866,5.257942179,71.2918314,211.8083075,-5.26733232,3628
Africa,Egypt,Cairo,Very High,173,27.71663411,4.3,2.85,18537,99.93734457,171,149,1178.2,79.12089773,26.80680236,77.36696556,75,76,149.1692717,27.34776881,47.66165249,4.878794765,11.4329464,23.57977522,121,17.8457408,0.072094918,21.09297568,5.82421531,15.77971555,65.07290841,16.01310094,0.319943487,187.8683381,0.69913195,1.957103922,54.44108317,85.98135278,2.117866203,9.139984668,73.95212922,1.635738656,66.4087184,28.17572911,0.47474303,6.338860093,71.10095101,31.65619195,438.3557899,33393
Europe,Spain,Catalonia,Medium,165,37.83472753,4.8,5.17,76637,68.61271581,213,75,924.7,83.32425575,42.52851631,68.79815226,53,41,42.15760817,52.08630535,49.90730305,10.58121155,22.8271009,1.15840274,135,18.05751589,0.295317037,19.26609779,0.342413981,18.39485782,21.33070165,399.8736811,0.229788626,169.0410928,0.440780787,4.658570904,28.51564226,87.73235096,0.097309109,9.683071264,62.54670242,6.333495667,57.17653697,81.78634614,0.974777668,9.933305278,85.5125658,109.3650961,415.029189,6594
South America,Brazil,São Paulo,High,113,37.39727336,7.6,22.01,71077,99.91578936,181,20,47.8,84.76967472,93.5846961,75.27544316,60,62,98.78433719,95.47342488,24.44790444,17.86087257,36.57909242,6.069856207,129,21.52414274,0.406340314,36.84985693,8.658100932,15.15973988,52.60476131,18.7624381,0.844374798,153.3521414,1.102525357,0.946536223,31.6867451,62.70523436,-2.423410875,8.181569348,39.36356739,8.086679204,68.00242436,88.96068606,0.984872715,4.398042688,31.82548344,123.1954506,185.8807357,45997
South America,Brazil,São Paulo,High,128,27.26424235,7.3,7.38,55447,73.46112572,174,130,832.8,80.86388963,38.16092178,85.10576318,51,67,131.8629282,24.67104773,29.64457452,18.71826576,-12.47475924,16.9428941,70.2,18.827751,0.641835929,27.12632266,4.230521801,17.96964106,32.98963752,458.034649,0.007571794,106.788105,0.464463855,4.361230305,57.1599477,42.0410922,-2.174164566,8.326096181,3.67975237,2.556093292,37.78258315,91.56404079,0.993780048,4.919579263,94.56730256,256.5454068,280.5000792,49206
Asia,India,Maharashtra,High,152,33.79000983,5.8,13.71,21165,61.07793556,192,67,694.6,67.22577961,92.45637818,61.32409515,40,90,34.24548307,26.08605271,14.47417161,13.68712718,-6.54999231,26.59505723,52.5,43.3563632,0.314137151,46.99505875,8.768995012,19.6535911,19.51724137,414.3693193,0.476896651,95.20406247,1.889161008,6.303860752,41.53734596,76.07366812,-1.823409726,7.697363007,19.65840636,6.658424256,28.41589301,24.83325213,0.02630494,2.85901041,19.64317575,264.7595814,-111.2223246,20895
North America,Mexico,Mexico City,Medium,192,20.16625956,5.7,2.78,34047,55.43441455,234,27,1229.4,55.78982485,84.31206847,73.55988545,47,56,113.24893,56.01082798,14.05314244,18.10602333,5.15842761,22.88588967,31,28.58204793,0.917056371,5.744935965,9.584516954,8.895123741,60.76162008,471.5104804,0.836840253,148.6189812,0.10630778,9.546690674,27.52695774,50.86382688,1.050099013,0.422577512,78.66643389,3.474429506,96.14356848,62.67385191,0.875854579,9.264594858,65.62901894,274.0902741,112.9745147,18670
South America,Argentina,Mendoza,High,68,6.8755455,7.9,22.29,73506,98.38763444,475,27,1127.9,63.39559685,52.7481431,62.35464277,74,65,56.72553694,86.01172919,43.26378525,13.03256442,-6.520010975,4.418955009,100.9,20.07879685,0.474131146,2.115914321,8.567565166,15.12983307,46.44507538,258.0893669,0.54493716,132.7339604,1.349666693,3.522280985,23.42804989,10.96464803,1.291160468,5.036748506,76.09839941,1.874049809,0.577145177,55.79642907,0.757221768,0.725898721,72.28849102,255.9786347,-384.148917,22341
South America,Brazil,São Paulo,Very High,67,31.1885883,3.5,24.86,37144,95.33286555,209,99,608.3,67.67867433,65.66991427,78.79179294,38,88,53.63079988,47.3826373,27.10360946,7.524369095,9.075839322,12.85021725,140.8,17.25590159,0.698440468,38.48317637,2.209991019,12.5150407,21.24909702,457.6806726,0.515333283,115.9555038,0.310928565,6.331244414,30.65434941,64.06438231,-2.350621153,8.751068057,12.43080021,3.024851946,95.39645994,28.98950781,0.433406708,2.300661003,51.33806174,62.03729995,-210.9786374,24495
Africa,Egypt,Alexandria,Medium,179,48.45848146,4.8,13.83,50392,57.93548918,170,53,1166.9,81.17989981,48.3180796,83.97837288,49,70,96.24704347,69.79381086,8.862360126,5.166667516,19.53289543,14.73059335,36.1,29.42774298,0.557456285,25.37357563,1.072565715,0.242612137,45.7483149,134.4535324,0.228560705,86.46893723,1.519759916,2.75800495,57.60230475,90.04090496,1.724243249,0.461933711,81.00101969,3.452715223,78.61538373,79.0922476,0.942641059,0.58864199,45.64864961,205.470163,-398.6098964,48114
South America,Brazil,São Paulo,Medium,131,49.67395275,4.9,1.36,36354,56.69610686,96,45,734.3,76.04274661,59.50218198,40.26133505,45,64,111.34943,33.19462397,47.6323888,1.778974647,26.10199646,11.33264177,143.1,24.44602964,0.067172691,41.84977886,8.740985892,11.87256941,71.06304459,131.0219536,0.290283555,122.3499854,1.055644553,4.417490983,36.22955473,9.115590608,1.929406284,5.401683985,17.28933559,1.775051441,88.03956752,30.45142081,0.690449768,7.296330166,5.454925984,284.6585163,-138.9942138,31140
Africa,Nigeria,Abuja,Medium,87,34.90794867,3.1,7.14,68877,91.63369121,367,4,805.7,73.23155911,52.16960833,50.09237852,42,40,72.77351856,32.37602578,27.41028125,17.7889165,22.52712105,23.5934792,89.3,20.68505307,0.179208019,28.30218648,8.394794292,5.065232315,37.16337141,324.9988726,0.790318985,66.91476786,1.743482024,7.635570667,22.92754083,33.11090907,-2.445367328,6.016310268,93.85549157,6.001534654,53.94135525,81.47828703,0.84693643,0.536766048,10.9063487,288.2312889,130.5450997,5525
South America,Colombia,Medellín,Low,123,38.41707397,5.6,10.76,2280,84.65239407,398,86,961.5,78.17479063,74.11405887,48.66563938,34,59,32.46529498,40.48506791,38.67399632,1.032830968,-5.156081225,7.218654201,27.5,39.90290122,0.578962676,27.38033062,4.313274722,5.065166419,26.60525167,292.0917856,0.887178367,121.4327843,1.559171834,9.918604081,37.34566924,89.12224901,-0.454210566,0.854200965,25.23705132,6.880388018,36.64699561,80.54198283,0.207086514,8.890019181,68.7066368,102.1831636,147.5489825,11617
Africa,Egypt,Cairo,Very High,72,18.70399659,6.3,24.31,42544,79.59631163,139,1,505.7,79.28683267,35.91356798,76.34787873,32,47,37.75108391,47.13116047,46.61074219,1.682234977,37.12861695,15.36783638,48,15.74200319,0.024944906,44.30181532,5.362287993,9.322978299,54.70562406,149.7420654,0.360265102,87.38641092,1.575524937,8.985758536,42.64147325,22.90229416,2.41127064,3.229202357,53.34257209,3.321681017,58.59711913,78.64229157,0.058875622,3.802304877,16.25609325,185.3188994,289.8854826,37748
South America,Colombia,Bogotá,High,109,38.96874559,7.7,22.28,69382,50.26598887,311,11,1084,80.10095378,32.26946725,91.09616652,35,45,25.0288851,55.69782993,59.80610328,19.58759949,-0.55430115,8.677814201,182.3,31.21697242,0.998409085,48.91427846,0.951300467,3.162878724,23.00996725,151.6145668,0.587319007,54.17083105,1.30963879,2.307911249,40.70809152,51.96308481,-0.132289109,7.374666924,54.31203783,5.440276891,32.84444181,65.99437084,0.40625349,4.391827994,3.632297656,160.0065165,160.0200099,8873
North America,United States,California,Very High,146,33.75832173,5.2,21.4,6444,79.97172927,455,87,277.4,63.6809051,46.09483442,48.3377435,73,44,54.35538026,64.0764679,50.73023244,15.49785533,-17.77788955,6.539489997,41.1,44.13975544,0.301220692,48.66879799,9.150571284,14.52768893,20.54978598,417.9616982,0.678292449,131.6338798,1.001030342,0.317652857,51.78730117,78.56618849,-0.48051354,2.58253733,16.77973054,7.718598189,51.51674204,91.83077746,0.268730854,8.416633433,89.0925951,3.472185226,-270.6259698,27903
Oceania,Australia,Victoria,Low,129,45.52080208,4.7,11.99,49313,87.41240561,46,94,637.8,51.8438465,76.89793681,50.12428938,34,88,108.1455094,99.96395837,40.60234303,19.71323375,10.62827377,21.16999865,123,22.48966032,0.873573062,47.51862178,2.346781446,15.0044086,3.784511718,486.5292634,0.372743151,184.6279828,1.66365603,0.52063872,56.29644571,38.1671841,-1.012460925,2.774901321,73.18839037,4.360636392,92.6872644,58.36314237,0.982652159,3.575178444,72.78364366,52.87719911,-363.281321,33899
Oceania,Australia,Victoria,Very High,118,25.45567783,4.8,20.16,50703,88.30408163,456,1,301.2,56.25953158,78.93460299,54.4867399,65,81,24.4903786,81.23655272,49.37959646,4.450374698,38.26443445,23.69328353,168.2,48.98426236,0.184634997,23.27767972,4.631559091,15.42417304,23.18885313,244.7814743,0.035719626,133.5324859,1.673999842,6.385983784,36.99732494,9.769408593,1.050981993,8.144782891,85.02889547,1.044250109,38.06699755,94.24655954,0.565792122,1.504033638,25.82027971,49.79956914,314.5838073,13642
Oceania,Australia,New South Wales,High,154,42.91499999,3.7,16.35,22709,72.38705192,293,141,887.2,68.05120666,33.12285461,87.87480848,78,85,115.4061766,62.71730716,42.58575443,9.370352235,10.83580592,0.864233896,146.2,16.82053982,0.026960586,20.80349803,2.878598443,19.2543566,81.37474174,459.1639361,0.991084575,53.84683152,1.912166259,1.375930247,52.59724544,12.52001122,-0.336152741,3.762828483,77.69726678,7.809031916,74.05385004,52.24357088,0.832063141,2.380740635,37.0931895,95.20728318,272.5487657,34562
Antarctica,Antarctica,Antarctica,Medium,117,7.863923855,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,31.51646433,0.185403967,36.36372908,6.52511157,8.932804303,15.64641258,411.9179017,0.0360737,143.6948884,1.443232658,0.430398662,50.14471251,58.04864481,1.898267081,0.063422544,84.34610479,2.796591265,27.77470674,25.04034503,0.238043015,1.518373005,64.95402669,109.9103223,-469.1986153,14260
North America,Canada,Ontario,Very High,65,9.247178314,5.7,4.98,56794,82.15542153,246,89,477.1,61.18053198,70.52163749,60.03919316,84,47,79.66242331,35.78999241,43.67177049,4.000448033,20.20305806,9.828223579,107.5,46.61796089,0.440891454,40.99959043,1.238234478,11.81711727,52.58139612,402.9773033,0.265264049,70.74805506,1.045755272,1.990354978,30.70905105,84.15668191,-1.685905684,8.556766941,89.12270881,3.572856691,56.06893056,22.92547629,0.21278935,0.088690052,76.16301119,215.3654004,474.0255309,38546
Europe,Italy,Lombardy,Medium,115,38.25330733,6.8,18.06,8161,53.83706358,241,14,483.3,72.67639461,91.36130352,89.71632136,73,75,120.966677,64.12696538,16.1287839,5.877472429,-17.98837176,27.00397782,40.1,43.66311944,0.850270941,22.57528229,2.534669297,13.41559295,89.87276573,462.8028795,0.678139528,149.4344083,0.486430487,6.047166472,22.93234952,95.35765785,-1.172720807,1.850546576,43.40694961,6.356757114,88.74416025,98.93601681,0.730458992,9.177097809,3.056344593,218.4269573,-462.5641033,40990
South America,Colombia,Medellín,Medium,170,26.81321784,5.2,7.16,76878,96.68006162,113,30,340.2,83.39264182,23.98808993,59.56674531,86,67,73.94826242,48.32847885,10.39320649,12.21312562,22.47756431,16.80027674,3.9,27.84423456,0.868038111,2.473791593,1.507576572,0.75077594,6.58212801,183.0244056,0.303142691,147.876598,0.928225502,7.174230707,46.43396127,66.11854822,-0.133333807,6.211157509,24.97768887,3.767995978,69.07944017,25.55096521,0.663883873,7.457074011,39.13178742,85.97981985,-25.12240931,44901
South America,Argentina,Buenos Aires,Low,56,17.23383647,6,11.02,29922,95.79840034,234,28,292.9,78.00358298,68.41347141,99.45623068,72,40,43.75701948,47.13036867,44.45495595,4.903791554,14.37221227,2.133065276,99.6,33.78972662,0.166425331,36.91399487,6.347991876,16.64762924,90.18016562,83.66701182,0.749996578,123.505622,0.611653875,8.62788448,20.10112763,32.07605293,-2.134248002,1.923839094,64.513277,9.065747328,62.18744234,68.85754284,0.912748903,9.407756138,36.06701996,97.5197249,53.06449177,45611
North America,Mexico,Mexico City,Low,63,45.33789558,3.6,20.82,16495,50.38617865,140,54,511.8,51.25850997,42.81698428,44.1353186,48,52,134.593691,37.8527213,28.22118565,11.64766395,0.560716645,20.5580268,15.5,21.00223252,0.060785272,31.47400888,2.062512308,16.56051685,22.03743875,72.36222766,0.233679137,107.5214405,0.895296769,2.101491584,35.18223779,62.43864854,-1.206963117,9.461904002,31.56143691,0.620030314,53.90533872,53.17739175,0.60776069,4.429022221,55.46323487,251.5976487,-432.0389801,27483
Africa,Nigeria,Lagos,Low,131,49.56173989,3.6,10.2,3406,97.87614095,73,89,1014.9,61.98761274,61.33975544,98.64867159,51,52,66.58122992,74.79729221,19.05775847,8.206928075,6.247802944,28.24538185,167.8,33.87613241,0.695260513,43.69703146,9.655519084,18.6399875,8.815183258,281.701611,0.439627991,62.37840396,1.734916058,2.683540014,42.41578307,49.33715353,1.742206114,6.291708895,30.60417392,1.339426069,62.96049369,55.93415165,0.026153358,4.389333984,18.38692858,37.69143707,281.2326868,47274
Africa,Kenya,Nairobi,Medium,133,43.64599563,7.2,8.49,70137,81.65382233,479,30,445.9,58.25454478,32.53739965,60.4347951,61,63,47.84131755,92.61544229,32.68136492,9.305317163,-7.080782666,21.07894174,177.7,33.65000169,0.871280467,46.35136788,7.29132108,1.6475458,11.26743191,121.0482015,0.798712153,173.8606066,0.457941864,2.516267219,21.15033183,21.09113999,0.041217852,9.861195853,80.55427066,0.50115468,72.23486672,34.87051645,0.901190615,8.466439205,52.28175152,234.5065407,-279.0336206,43313
South America,Chile,Valparaíso,Very High,96,17.61898239,3.5,21.1,7768,57.45292427,20,13,76.6,60.37164239,60.94240033,43.73367076,86,75,46.93117132,46.87588343,6.31713925,14.24078023,28.11009935,19.23133377,127.6,34.63435209,0.964330094,11.86435186,5.868183112,5.455008852,20.02407452,374.9864722,0.881082591,53.17178544,0.498532691,7.575770268,35.01025392,6.227905225,-2.292864896,5.73554991,57.84660435,3.509075142,0.467181883,22.44788356,0.262913633,0.770848766,98.568783,131.5741468,-364.3383297,34664
Europe,Spain,Catalonia,Medium,103,40.07757792,5.6,7.53,13135,58.7093678,390,58,236.5,75.42654974,95.40076287,67.37112075,37,88,134.9343192,61.09203439,6.033993481,6.976281236,-6.365085176,15.19766275,140.5,22.51538572,0.202059525,3.640042972,8.955054538,13.58232759,50.89827069,11.45531875,0.047769067,136.0289657,0.876325235,5.668045883,30.70159507,86.43386392,2.259074386,1.523906524,40.44253474,2.145784547,42.88535317,80.95057906,0.289338942,0.20056582,17.78288572,295.5481571,-232.4249501,16167
Europe,Spain,Catalonia,Very High,94,19.64482646,7.7,13.95,78216,86.72644346,366,15,1256.2,52.0216411,29.56516716,79.31937226,38,60,96.05233426,96.57995568,54.0588267,1.261590138,6.563606036,14.96510946,30.9,36.11534241,0.675144123,46.30681819,6.444589746,3.708469903,6.311525802,90.04857125,0.657853033,198.2001744,0.216590248,3.190318346,58.3605807,73.45516578,2.462473587,1.251429565,72.11574146,8.343360582,77.818562,55.22317127,0.712947215,0.172596363,46.20110041,23.72164692,-389.0632885,23692
South America,Colombia,Bogotá,Medium,148,7.93152193,7.5,9.19,21062,81.98330744,276,141,618.4,79.58347297,22.52067552,94.28279382,83,75,68.38457117,75.824183,31.98071952,3.353838989,-2.684120935,0.129895356,101.4,24.43859824,0.819469332,25.72995553,6.236144976,9.931109908,56.15394126,6.035277903,0.158538613,115.7868069,1.900613967,4.485715245,49.69214259,88.29509494,-0.49715318,1.730169659,91.45786077,9.951103657,95.38921656,37.32667966,0.449095688,8.877893614,34.92415602,29.09458712,303.7827754,20500
Antarctica,Antarctica,Antarctica,Very High,106,25.3402738,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,34.74862663,0.121163371,44.70777113,4.246300963,10.73895845,10.06329925,266.8848208,0.808503605,55.87494014,1.709426975,8.405657486,32.43901008,0.740045926,2.333437207,6.48712943,37.74271645,9.3215534,44.68549928,61.99312335,0.399099702,9.377311096,9.969396286,132.6509456,445.6330387,28184
North America,Mexico,Jalisco,Very High,191,46.09906988,5.1,13.74,43692,72.76462969,439,24,938.9,73.83886194,64.35608259,86.28387567,69,78,136.7024201,78.83928074,16.81805177,5.308703805,28.31012126,12.43440582,49.4,19.32889127,0.755371409,47.64798533,9.514167086,4.888733276,82.24806518,453.056898,0.224079396,188.7203073,0.665793351,0.988845477,32.06738641,93.00270818,1.386377751,4.196170506,82.76587042,4.503955086,60.79651467,40.51734416,0.314957868,0.103140949,24.34273589,152.3413462,-143.2361825,29087
Antarctica,Antarctica,Antarctica,High,174,6.584870326,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,22.06220451,0.591492345,49.79061453,9.584645762,8.070581577,62.14004407,35.8560966,0.983753083,178.8743062,0.721318838,1.50654786,32.8091439,72.57339996,-2.453401759,3.816522991,42.09864031,5.677127169,92.8350459,15.97489652,0.879867177,6.610220668,51.32541313,31.00225972,327.2972848,34666
North America,Mexico,Jalisco,Medium,109,21.34567846,5.6,14.02,38268,80.21585482,307,129,732.4,61.90981591,88.94569067,56.99584778,58,44,56.63008568,30.94201365,32.24521995,15.21445472,0.529447071,13.13968883,118,15.25766223,0.072227087,44.66139728,4.956528369,12.02652623,80.97387381,195.581548,0.767712736,147.5425851,0.418238305,5.959374833,29.44825219,82.35496083,0.737034042,6.402379922,50.08761964,0.795587847,37.80011341,83.06439669,0.140437894,5.393205474,64.02818256,17.90564931,213.6416967,22735
Oceania,Fiji,Suva,Low,51,17.92573475,3.6,1.26,17938,68.06295154,314,143,0.5,59.42017783,97.15801918,47.98149732,71,48,120.5594697,52.19370006,50.26837499,7.986146651,-5.135074964,7.871852887,145.4,26.57445557,0.156720383,37.4794478,3.882109563,19.30822502,51.52074524,265.5312327,0.753394826,194.3852331,1.217338912,0.524203607,39.40486168,57.67235363,2.014822313,9.834201483,93.74524707,9.050644075,81.76436716,43.16793112,0.716388422,8.432820606,77.05325722,19.80791022,336.5458592,42885
Africa,Egypt,Alexandria,Medium,101,49.32572878,7.1,2.55,6796,58.67511315,185,92,939.5,69.80709676,71.78141203,85.50175725,84,82,77.08803045,59.64036212,11.07701702,15.13057406,-0.354302115,26.09480833,41.4,41.35240803,0.701545963,12.18944691,6.527753849,1.617851809,14.47296582,473.9766626,0.090081652,154.0630389,0.213230332,3.913108996,49.26349374,42.2598906,-0.008458081,0.981845178,42.145934,2.451674705,86.26935569,54.54876042,0.425596105,0.836750617,97.71920101,194.8330099,-219.7374845,49306
Asia,India,Delhi,Low,197,12.83243544,7.6,3.1,48950,69.91232491,484,25,410.3,55.97747319,22.14273068,74.04226723,69,82,50.84881657,79.11494659,5.211996975,18.51062213,-7.865668353,29.89171814,61.8,49.32350191,0.480984046,35.89866294,8.919205049,13.27925647,82.66685069,247.0418745,0.642308012,167.8818402,0.315661391,3.715501751,27.31519881,1.188427575,-1.307430534,5.424883486,82.22464656,5.245042769,84.49189295,55.00545372,0.533761532,5.830766131,32.32704428,104.8030158,-172.720203,47488
Antarctica,Antarctica,Antarctica,Medium,102,13.7290954,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,40.85497096,0.517466276,33.51504871,7.470724226,14.66320252,81.99789541,412.880964,0.586245539,198.9799483,0.267698308,1.61958968,28.16719869,92.30362566,1.287412983,6.333532752,51.70103223,9.698575104,76.58456675,11.44816694,0.196721965,9.289942644,32.21176916,269.9887085,-371.329973,49970
Europe,Italy,Lombardy,High,64,44.62409099,3.5,23.74,46752,92.20732374,57,79,832.5,78.40007619,30.58112079,68.81642777,83,88,33.11248154,56.91878515,33.73735715,17.47098611,-11.31123679,22.8248436,88.9,34.2618402,0.624908869,43.5586191,7.397161228,19.20282317,30.19390554,166.5889934,0.969931509,84.90692546,0.257667989,8.315714572,39.6296676,92.39792194,0.16676161,0.352159777,13.59557998,3.978359637,35.29027438,47.06601551,0.299285139,2.862412498,28.56939356,265.306615,332.7430613,38413
